1.000,750.465,
10.000,500.310,
20.000,416.925,
30.000,375.233,
40.000,333.540,
50.000,291.848,
60.000,283.509,
70.000,250.155,
80.000,233.478,
90.000,166.770,
93.000,116.739,
100.000,83.385,
